0 0.5459854014598541 0.8883211678832117 0.20072992700729927 0.0978102189781022
0 0.8047842849073468 0.8888233572653935 0.2001678119190335 0.09472449380975434
1 0.2892836185953155 0.8903190071676528 0.19468376227741596 0.09372739387491479
13 0.2892836185953155 0.7621916655407748 0.19468376227741596 0.09671869367943316
13 0.5511469889825441 0.7641858654104537 0.19742578709822467 0.09671869367943345
13 0.7650249250056208 0.7641858654104537 0.19742578709822453 0.09671869367943345
12 0.2906546310057198 0.6540063226106869 0.19194173745660734 0.09970999348395175
12 0.5511469889825442 0.6530092226758474 0.19194173745660728 0.09572159374459367
12 0.7663959374160253 0.6530092226758474 0.20016781191903335 0.09771579361427278
7 0.29065463100571987 0.5438267798109201 0.1974257870982247 0.0967186936794333
3 0.5470339517513311 0.5403369300389818 0.21113591120226802 0.08774479426587767
2 0.7650249250056208 0.5363485302996237 0.153553389965286 0.07976799478716146
6 0.2892836185953154 0.4346443369459928 0.20016781191903335 0.09572159374459382
4 0.551146988982544 0.4341457869785731 0.19742578709822467 0.09671869367943337
9 0.7677669498264293 0.43364723701115326 0.1974257870982248 0.09771579361427292
8 0.7650249250056207 0.32446479414622603 0.19742578709822453 0.09472449380975427
5 0.5497759765721396 0.3249633441136457 0.18919971263579868 0.09572159374459382
7 0.2906546310057197 0.3249633441136457 0.19742578709822464 0.09572159374459382
6 0.2892836185953154 0.2152823512812987 0.19468376227741596 0.09572159374459382
10 0.5497759765721396 0.21179250150936038 0.17823161335256393 0.08475349446135909
4 0.287912606184911 0.1056013584489516 0.19742578709822467 0.0957215937445938
11 0.46340219471666627 0.10609990841637139 0.10968099283234707 0.1266316917246189
11 0.5922773612946741 0.10609990841637139 0.10419694319072967 0.1266316917246189
14 0.7650249250056206 0.12903320691768033 0.219361985664694 0.17249828872723674
